,Puts,Bid.1,Ask.1,Vol.1,Expiration,Strike
9558,18 Jan 75.00 (AAPL1819M75-8),1.94,2.21,1,,
9559,18 Jan 75.00 (AAPL1819M75-A),1.95,2.21,25,,
9561,18 Jan 75.00 (AAPL1819M75-E),2.03,2.21,119,,
9562,18 Jan 75.00 (AAPL1819M75-I),1.97,2.21,2,761.0,75.0
9565,18 Jan 75.00 (AAPL1819M75-O),2.08,2.21,2,,
9566,18 Jan 75.00 (AAPL1819M75-P),2.08,2.21,140,,
9570,18 Jan 80.00 (AAPL1819M80),2.80,2.96,152,761.0,80.0
9574,18 Jan 80.00 (AAPL1819M80-A),2.80,2.96,45,,
9575,18 Jan 80.00 (AAPL1819M80-B),2.69,2.96,10,,
9576,18 Jan 80.00 (AAPL1819M80-E),2.80,2.96,21,761.0,80.0
9577,18 Jan 80.00 (AAPL1819M80-I),2.68,2.96,35,761.0,80.0
9580,18 Jan 80.00 (AAPL1819M80-O),2.67,2.96,31,,
9583,18 Jan 80.00 (AAPL1819M80-X),2.80,2.96,10,,
9585,18 Jan 82.50 (AAPL1819M82.5),3.20,3.40,48,761.0,82.5
9591,18 Jan 82.50 (AAPL1819M82.5-E),3.20,3.40,48,761.0,82.5
9600,18 Jan 85.00 (AAPL1819M85),3.70,3.85,70,761.0,85.0
9606,18 Jan 85.00 (AAPL1819M85-E),3.70,3.85,45,761.0,85.0
9607,18 Jan 85.00 (AAPL1819M85-I),3.55,3.85,10,,
9610,18 Jan 85.00 (AAPL1819M85-O),3.70,3.85,5,,
9613,18 Jan 85.00 (AAPL1819M85-X),3.70,3.85,10,,
9615,18 Jan 87.50 (AAPL1819M87.5),4.25,4.40,54,,
9618,18 Jan 87.50 (AAPL1819M87.5-8),4.25,4.40,1,,
9621,18 Jan 87.50 (AAPL1819M87.5-E),4.25,4.40,43,,
9628,18 Jan 87.50 (AAPL1819M87.5-X),4.25,4.40,10,,
9630,18 Jan 90.00 (AAPL1819M90),4.85,5.00,124,761.0,90.0
9632,18 Jan 90.00 (AAPL1819M90-4),4.85,5.00,45,761.0,90.0
9634,18 Jan 90.00 (AAPL1819M90-A),4.85,5.00,1,,
9635,18 Jan 90.00 (AAPL1819M90-B),4.85,5.00,3,761.0,90.0
9636,18 Jan 90.00 (AAPL1819M90-E),4.85,5.00,41,,
9637,18 Jan 90.00 (AAPL1819M90-I),4.85,4.95,15,761.0,90.0
9640,18 Jan 90.00 (AAPL1819M90-O),4.85,5.00,19,,
9645,18 Jan 92.50 (AAPL1819M92.5),5.55,5.70,52,761.0,92.5
9647,18 Jan 92.50 (AAPL1819M92.5-4),5.50,5.70,10,,
9648,18 Jan 92.50 (AAPL1819M92.5-8),5.40,5.70,10,761.0,92.5
9649,18 Jan 92.50 (AAPL1819M92.5-A),5.50,5.70,2,,
9651,18 Jan 92.50 (AAPL1819M92.5-E),5.50,5.70,29,761.0,92.5
9658,18 Jan 92.50 (AAPL1819M92.5-X),5.50,5.70,1,,
9660,18 Jan 95.00 (AAPL1819M95),6.25,6.50,46,761.0,95.0
9663,18 Jan 95.00 (AAPL1819M95-8),6.25,6.50,1,761.0,95.0
9664,18 Jan 95.00 (AAPL1819M95-A),6.25,6.50,20,,
9666,18 Jan 95.00 (AAPL1819M95-E),6.25,6.50,20,761.0,95.0
9667,18 Jan 95.00 (AAPL1819M95-I),6.25,6.50,4,761.0,95.0
9670,18 Jan 95.00 (AAPL1819M95-O),6.25,6.50,1,,
9675,18 Jan 97.50 (AAPL1819M97.5),7.10,7.30,10,761.0,97.5
9678,18 Jan 97.50 (AAPL1819M97.5-8),7.10,7.30,7,761.0,97.5
9681,18 Jan 97.50 (AAPL1819M97.5-E),7.10,7.30,1,761.0,97.5
9686,18 Jan 97.50 (AAPL1819M97.5-P),7.10,7.30,2,,
9690,18 Jan 100.00 (AAPL1819M100),8.00,8.20,540,761.0,100.0
9693,18 Jan 100.00 (AAPL1819M100-8),8.00,8.20,9,761.0,100.0
9694,18 Jan 100.00 (AAPL1819M100-A),8.00,8.20,5,761.0,100.0
9696,18 Jan 100.00 (AAPL1819M100-E),8.00,8.20,512,761.0,100.0
9697,18 Jan 100.00 (AAPL1819M100-I),8.00,8.20,1,761.0,100.0
9700,18 Jan 100.00 (AAPL1819M100-O),8.00,8.20,1,761.0,100.0
9701,18 Jan 100.00 (AAPL1819M100-P),8.00,8.20,12,761.0,100.0
9705,18 Jan 105.00 (AAPL1819M105),10.05,10.25,11,761.0,105.0
9711,18 Jan 105.00 (AAPL1819M105-E),10.05,10.25,1,761.0,105.0
9718,18 Jan 105.00 (AAPL1819M105-X),10.05,10.25,10,761.0,105.0
9720,18 Jan 110.00 (AAPL1819M110),12.45,12.65,82,761.0,110.0
9722,18 Jan 110.00 (AAPL1819M110-4),12.45,12.65,21,761.0,110.0
9726,18 Jan 110.00 (AAPL1819M110-E),12.45,12.65,4,761.0,110.0
9727,18 Jan 110.00 (AAPL1819M110-I),12.45,12.65,50,761.0,110.0
9730,18 Jan 110.00 (AAPL1819M110-O),12.45,12.65,2,761.0,110.0
9733,18 Jan 110.00 (AAPL1819M110-X),12.45,12.65,5,761.0,110.0
9735,18 Jan 115.00 (AAPL1819M115),15.05,15.35,2777,761.0,115.0
9737,18 Jan 115.00 (AAPL1819M115-4),15.05,15.35,8,761.0,115.0
9738,18 Jan 115.00 (AAPL1819M115-8),15.05,15.35,2737,761.0,115.0
9741,18 Jan 115.00 (AAPL1819M115-E),15.05,15.35,21,761.0,115.0
9742,18 Jan 115.00 (AAPL1819M115-I),15.05,15.35,11,761.0,115.0
9750,18 Jan 120.00 (AAPL1819M120),18.10,18.40,6,761.0,120.0
9752,18 Jan 120.00 (AAPL1819M120-4),18.10,18.55,1,761.0,120.0
9763,18 Jan 120.00 (AAPL1819M120-X),18.10,18.50,5,,
9765,18 Jan 125.00 (AAPL1819M125),21.45,21.70,1,761.0,125.0
9775,18 Jan 125.00 (AAPL1819M125-O),21.45,21.75,1,,
9810,18 Jan 140.00 (AAPL1819M140),32.75,33.85,5,761.0,140.0
9821,18 Jan 140.00 (AAPL1819M140-P),32.75,33.85,5,,
9840,18 Jan 150.00 (AAPL1819M150),41.65,42.30,65,761.0,150.0
9846,18 Jan 150.00 (AAPL1819M150-E),41.65,42.30,4,761.0,150.0
9847,18 Jan 150.00 (AAPL1819M150-I),41.65,42.30,61,761.0,150.0
9930,18 Jan 180.00 (AAPL1819M180),69.70,70.90,50,,
9942,18 Jan 180.00 (AAPL1819M180-S),69.70,70.90,50,,
9975,19 Jan 55.00 (AAPL1918M55),1.26,1.74,2,,
9986,19 Jan 55.00 (AAPL1918M55-P),1.26,1.74,2,,
10005,19 Jan 65.00 (AAPL1918M65),2.43,2.70,144,,
10007,19 Jan 65.00 (AAPL1918M65-4),2.43,2.91,10,,
10011,19 Jan 65.00 (AAPL1918M65-E),2.43,2.92,74,,
10015,19 Jan 65.00 (AAPL1918M65-O),2.43,2.70,50,,
10016,19 Jan 65.00 (AAPL1918M65-P),2.43,2.91,10,,
10020,19 Jan 70.00 (AAPL1918M70),2.97,3.70,10,,
10022,19 Jan 70.00 (AAPL1918M70-4),2.97,3.70,10,,
10050,19 Jan 80.00 (AAPL1918M80),5.25,5.65,2,1126.0,80.0
10055,19 Jan 80.00 (AAPL1918M80-B),5.25,5.65,2,1126.0,80.0
10065,19 Jan 85.00 (AAPL1918M85),6.60,6.95,35,1126.0,85.0
10067,19 Jan 85.00 (AAPL1918M85-4),6.60,6.95,20,,
10071,19 Jan 85.00 (AAPL1918M85-E),6.60,6.95,5,,
10078,19 Jan 85.00 (AAPL1918M85-X),6.60,6.95,10,,
10080,19 Jan 90.00 (AAPL1918M90),8.20,8.40,232,,
10086,19 Jan 90.00 (AAPL1918M90-E),8.20,8.55,1,,
10087,19 Jan 90.00 (AAPL1918M90-I),8.20,8.40,13,,
10090,19 Jan 90.00 (AAPL1918M90-O),8.20,8.85,2,,
10091,19 Jan 90.00 (AAPL1918M90-P),8.15,8.55,1,,
10093,19 Jan 90.00 (AAPL1918M90-X),8.20,8.55,215,,
10095,19 Jan 95.00 (AAPL1918M95),9.90,10.30,3,1126.0,95.0
10099,19 Jan 95.00 (AAPL1918M95-A),9.90,10.40,2,,
10102,19 Jan 95.00 (AAPL1918M95-I),9.90,10.30,1,,
10125,19 Jan 100.00 (AAPL1918M100),11.85,12.35,20,1126.0,100.0
10128,19 Jan 100.00 (AAPL1918M100-8),11.85,12.35,4,1126.0,100.0
10129,19 Jan 100.00 (AAPL1918M100-A),11.85,12.35,3,,
10131,19 Jan 100.00 (AAPL1918M100-E),11.85,12.35,11,1126.0,100.0
10138,19 Jan 100.00 (AAPL1918M100-X),11.85,12.35,2,1126.0,100.0
10140,19 Jan 105.00 (AAPL1918M105),14.25,14.60,1,1126.0,105.0
10147,19 Jan 105.00 (AAPL1918M105-I),14.25,14.60,1,1126.0,105.0
10155,19 Jan 110.00 (AAPL1918M110),16.70,17.10,2,1126.0,110.0
10157,19 Jan 110.00 (AAPL1918M110-4),16.70,17.10,1,1126.0,110.0
10169,19 Jan 110.00 (AAPL1918M110-Y),16.70,17.10,1,,
10185,19 Jan 120.00 (AAPL1918M120),22.50,23.75,2,1126.0,120.0
10191,19 Jan 120.00 (AAPL1918M120-E),22.50,23.75,2,1126.0,120.0
10305,19 Jan 160.00 (AAPL1918M160),50.55,53.50,25,1126.0,160.0
10312,19 Jan 160.00 (AAPL1918M160-I),50.55,53.50,15,,
10315,19 Jan 160.00 (AAPL1918M160-O),50.55,54.15,10,,
