,Calls,Bid,Ask,Vol,Expiration,Strike
9651,18 Jan 92.50 (AAPL1819A92.5-E),22.00,22.55,2,761,92.5
9656,18 Jan 92.50 (AAPL1819A92.5-P),21.95,22.55,4,761,92.5
9660,18 Jan 95.00 (AAPL1819A95),20.30,20.60,117,761,95.0
9662,18 Jan 95.00 (AAPL1819A95-4),20.30,20.60,3,761,95.0
9663,18 Jan 95.00 (AAPL1819A95-8),20.30,20.60,5,761,95.0
9666,18 Jan 95.00 (AAPL1819A95-E),20.30,20.60,95,761,95.0
9667,18 Jan 95.00 (AAPL1819A95-I),20.30,20.60,7,761,95.0
9671,18 Jan 95.00 (AAPL1819A95-P),20.20,20.60,5,761,95.0
9673,18 Jan 95.00 (AAPL1819A95-X),20.30,20.60,2,761,95.0
9675,18 Jan 97.50 (AAPL1819A97.5),18.60,19.10,13,761,97.5
9678,18 Jan 97.50 (AAPL1819A97.5-8),18.60,19.10,10,761,97.5
9681,18 Jan 97.50 (AAPL1819A97.5-E),18.60,19.10,1,761,97.5
9682,18 Jan 97.50 (AAPL1819A97.5-I),18.60,19.10,2,761,97.5
9690,18 Jan 100.00 (AAPL1819A100),17.10,17.35,145,761,100.0
9693,18 Jan 100.00 (AAPL1819A100-8),16.95,17.35,24,761,100.0
9694,18 Jan 100.00 (AAPL1819A100-A),17.10,17.35,13,761,100.0
9696,18 Jan 100.00 (AAPL1819A100-E),17.00,17.35,8,761,100.0
9697,18 Jan 100.00 (AAPL1819A100-I),17.10,17.35,25,761,100.0
9700,18 Jan 100.00 (AAPL1819A100-O),17.05,17.35,11,761,100.0
9701,18 Jan 100.00 (AAPL1819A100-P),17.10,17.35,5,761,100.0
9703,18 Jan 100.00 (AAPL1819A100-X),17.10,17.35,59,761,100.0
9705,18 Jan 105.00 (AAPL1819A105),14.15,14.45,19,761,105.0
9711,18 Jan 105.00 (AAPL1819A105-E),14.15,14.45,10,761,105.0
9716,18 Jan 105.00 (AAPL1819A105-P),14.15,14.45,4,761,105.0
9718,18 Jan 105.00 (AAPL1819A105-X),14.15,14.45,5,761,105.0
9720,18 Jan 110.00 (AAPL1819A110),11.60,11.80,135,761,110.0
9722,18 Jan 110.00 (AAPL1819A110-4),11.55,11.80,22,761,110.0
9723,18 Jan 110.00 (AAPL1819A110-8),11.50,11.80,8,761,110.0
9726,18 Jan 110.00 (AAPL1819A110-E),11.55,11.80,31,761,110.0
9727,18 Jan 110.00 (AAPL1819A110-I),11.55,11.80,34,761,110.0
9730,18 Jan 110.00 (AAPL1819A110-O),11.60,11.80,13,761,110.0
9731,18 Jan 110.00 (AAPL1819A110-P),11.55,11.80,16,761,110.0
9733,18 Jan 110.00 (AAPL1819A110-X),11.55,11.80,11,761,110.0
9735,18 Jan 115.00 (AAPL1819A115),9.40,9.55,251,761,115.0
9737,18 Jan 115.00 (AAPL1819A115-4),9.30,9.55,3,761,115.0
9738,18 Jan 115.00 (AAPL1819A115-8),9.25,9.55,8,761,115.0
9740,18 Jan 115.00 (AAPL1819A115-B),9.30,9.55,2,761,115.0
9741,18 Jan 115.00 (AAPL1819A115-E),9.30,9.55,175,761,115.0
9742,18 Jan 115.00 (AAPL1819A115-I),9.40,9.55,30,761,115.0
9745,18 Jan 115.00 (AAPL1819A115-O),9.30,9.55,11,761,115.0
9746,18 Jan 115.00 (AAPL1819A115-P),9.30,9.55,18,761,115.0
9749,18 Jan 115.00 (AAPL1819A115-Y),9.15,9.55,4,761,115.0
9750,18 Jan 120.00 (AAPL1819A120),7.40,7.65,102,761,120.0
9752,18 Jan 120.00 (AAPL1819A120-4),7.40,7.65,2,761,120.0
9753,18 Jan 120.00 (AAPL1819A120-8),7.40,7.65,3,761,120.0
9755,18 Jan 120.00 (AAPL1819A120-B),7.40,7.65,5,761,120.0
9756,18 Jan 120.00 (AAPL1819A120-E),7.40,7.65,41,761,120.0
9757,18 Jan 120.00 (AAPL1819A120-I),7.40,7.65,17,761,120.0
9760,18 Jan 120.00 (AAPL1819A120-O),7.40,7.65,5,761,120.0
9761,18 Jan 120.00 (AAPL1819A120-P),7.40,7.65,29,761,120.0
9765,18 Jan 125.00 (AAPL1819A125),5.80,6.05,84,761,125.0
9768,18 Jan 125.00 (AAPL1819A125-8),5.80,6.05,33,761,125.0
9770,18 Jan 125.00 (AAPL1819A125-B),5.80,6.05,1,761,125.0
9771,18 Jan 125.00 (AAPL1819A125-E),5.80,6.05,9,761,125.0
9772,18 Jan 125.00 (AAPL1819A125-I),5.80,6.05,10,761,125.0
9776,18 Jan 125.00 (AAPL1819A125-P),5.80,6.05,27,761,125.0
9779,18 Jan 125.00 (AAPL1819A125-Y),5.80,6.05,4,761,125.0
9780,18 Jan 130.00 (AAPL1819A130),4.55,4.70,297,761,130.0
9782,18 Jan 130.00 (AAPL1819A130-4),4.50,4.70,6,761,130.0
9783,18 Jan 130.00 (AAPL1819A130-8),4.40,4.70,75,761,130.0
9786,18 Jan 130.00 (AAPL1819A130-E),4.45,4.70,120,761,130.0
9787,18 Jan 130.00 (AAPL1819A130-I),4.55,4.70,58,761,130.0
9791,18 Jan 130.00 (AAPL1819A130-P),4.45,4.70,38,761,130.0
9795,18 Jan 135.00 (AAPL1819A135),3.45,3.60,56,761,135.0
9797,18 Jan 135.00 (AAPL1819A135-4),3.45,3.60,5,761,135.0
9799,18 Jan 135.00 (AAPL1819A135-A),3.45,3.60,3,761,135.0
9801,18 Jan 135.00 (AAPL1819A135-E),3.45,3.60,16,761,135.0
9802,18 Jan 135.00 (AAPL1819A135-I),3.40,3.60,1,761,135.0
9808,18 Jan 135.00 (AAPL1819A135-X),3.45,3.60,31,761,135.0
9810,18 Jan 140.00 (AAPL1819A140),2.64,2.79,67,761,140.0
9812,18 Jan 140.00 (AAPL1819A140-4),2.64,2.86,51,761,140.0
9814,18 Jan 140.00 (AAPL1819A140-A),2.64,2.79,1,761,140.0
9816,18 Jan 140.00 (AAPL1819A140-E),2.64,2.80,13,761,140.0
9820,18 Jan 140.00 (AAPL1819A140-O),2.61,2.80,1,761,140.0
9824,18 Jan 140.00 (AAPL1819A140-Y),2.63,2.79,1,761,140.0
9825,18 Jan 145.00 (AAPL1819A145),1.99,2.14,28,761,145.0
9831,18 Jan 145.00 (AAPL1819A145-E),1.99,2.14,7,761,145.0
9832,18 Jan 145.00 (AAPL1819A145-I),1.98,2.14,20,761,145.0
9839,18 Jan 145.00 (AAPL1819A145-Y),1.98,2.14,1,761,145.0
9840,18 Jan 150.00 (AAPL1819A150),1.47,1.64,15,761,150.0
9846,18 Jan 150.00 (AAPL1819A150-E),1.47,1.64,10,761,150.0
9847,18 Jan 150.00 (AAPL1819A150-I),1.47,1.64,3,761,150.0
9850,18 Jan 150.00 (AAPL1819A150-O),1.47,1.65,2,761,150.0
9855,18 Jan 155.00 (AAPL1819A155),1.12,1.25,5,761,155.0
9865,18 Jan 155.00 (AAPL1819A155-O),1.12,1.25,5,761,155.0
9870,18 Jan 160.00 (AAPL1819A160),0.83,0.95,10,761,160.0
9874,18 Jan 160.00 (AAPL1819A160-A),0.83,0.97,10,761,160.0
9945,19 Jan 42.50 (AAPL1918A42.5),65.00,69.50,1,1126,42.5
9958,19 Jan 42.50 (AAPL1918A42.5-X),65.00,69.50,1,1126,42.5
10050,19 Jan 80.00 (AAPL1918A80),33.45,36.80,8,1126,80.0
10055,19 Jan 80.00 (AAPL1918A80-B),33.15,36.80,7,1126,80.0
10056,19 Jan 80.00 (AAPL1918A80-E),33.45,36.80,1,1126,80.0
10065,19 Jan 85.00 (AAPL1918A85),29.75,31.30,10,1126,85.0
10076,19 Jan 85.00 (AAPL1918A85-P),29.75,31.30,10,1126,85.0
10095,19 Jan 95.00 (AAPL1918A95),23.30,24.75,1,1126,95.0
10106,19 Jan 95.00 (AAPL1918A95-P),23.30,24.75,1,1126,95.0
10125,19 Jan 100.00 (AAPL1918A100),20.75,21.60,299,1126,100.0
10128,19 Jan 100.00 (AAPL1918A100-8),20.75,21.60,59,1126,100.0
10131,19 Jan 100.00 (AAPL1918A100-E),20.75,21.60,63,1126,100.0
10132,19 Jan 100.00 (AAPL1918A100-I),20.75,21.60,103,1126,100.0
10135,19 Jan 100.00 (AAPL1918A100-O),20.75,21.60,8,1126,100.0
10136,19 Jan 100.00 (AAPL1918A100-P),20.75,21.60,64,1126,100.0
10138,19 Jan 100.00 (AAPL1918A100-X),20.75,21.60,2,1126,100.0
10140,19 Jan 105.00 (AAPL1918A105),17.95,19.10,18,1126,105.0
10142,19 Jan 105.00 (AAPL1918A105-4),17.95,19.10,2,1126,105.0
10145,19 Jan 105.00 (AAPL1918A105-B),17.95,19.10,2,1126,105.0
10147,19 Jan 105.00 (AAPL1918A105-I),17.95,19.10,8,1126,105.0
10151,19 Jan 105.00 (AAPL1918A105-P),17.95,19.10,1,1126,105.0
10153,19 Jan 105.00 (AAPL1918A105-X),17.95,19.10,5,1126,105.0
10155,19 Jan 110.00 (AAPL1918A110),16.10,16.35,31,1126,110.0
10157,19 Jan 110.00 (AAPL1918A110-4),15.65,16.35,8,1126,110.0
10158,19 Jan 110.00 (AAPL1918A110-8),15.65,16.35,2,1126,110.0
10159,19 Jan 110.00 (AAPL1918A110-A),15.65,16.45,1,1126,110.0
10161,19 Jan 110.00 (AAPL1918A110-E),15.65,16.35,13,1126,110.0
10166,19 Jan 110.00 (AAPL1918A110-P),15.65,16.45,7,1126,110.0
10170,19 Jan 115.00 (AAPL1918A115),13.80,14.20,38,1126,115.0
10173,19 Jan 115.00 (AAPL1918A115-8),13.80,14.20,2,1126,115.0
10174,19 Jan 115.00 (AAPL1918A115-A),13.80,14.20,10,1126,115.0
10175,19 Jan 115.00 (AAPL1918A115-B),13.75,14.20,10,1126,115.0
10176,19 Jan 115.00 (AAPL1918A115-E),13.80,14.20,4,1126,115.0
10177,19 Jan 115.00 (AAPL1918A115-I),13.80,14.20,12,1126,115.0
10185,19 Jan 120.00 (AAPL1918A120),11.85,12.25,43,1126,120.0
10187,19 Jan 120.00 (AAPL1918A120-4),11.85,12.30,17,1126,120.0
10188,19 Jan 120.00 (AAPL1918A120-8),11.85,12.30,1,1126,120.0
10191,19 Jan 120.00 (AAPL1918A120-E),11.85,12.30,12,1126,120.0
10192,19 Jan 120.00 (AAPL1918A120-I),11.85,12.25,2,1126,120.0
10196,19 Jan 120.00 (AAPL1918A120-P),11.75,12.30,3,1126,120.0
10197,19 Jan 120.00 (AAPL1918A120-S),11.85,12.55,8,1126,120.0
10200,19 Jan 125.00 (AAPL1918A125),10.20,10.55,26,1126,125.0
10202,19 Jan 125.00 (AAPL1918A125-4),10.10,10.55,1,1126,125.0
10203,19 Jan 125.00 (AAPL1918A125-8),9.95,10.55,1,1126,125.0
10206,19 Jan 125.00 (AAPL1918A125-E),10.20,10.55,1,1126,125.0
10207,19 Jan 125.00 (AAPL1918A125-I),10.15,10.55,9,1126,125.0
10210,19 Jan 125.00 (AAPL1918A125-O),9.65,10.55,5,1126,125.0
10211,19 Jan 125.00 (AAPL1918A125-P),10.05,10.55,9,1126,125.0
10215,19 Jan 130.00 (AAPL1918A130),8.65,9.10,155,1126,130.0
10217,19 Jan 130.00 (AAPL1918A130-4),8.65,9.10,16,1126,130.0
10219,19 Jan 130.00 (AAPL1918A130-A),8.65,9.10,10,1126,130.0
10220,19 Jan 130.00 (AAPL1918A130-B),8.65,9.10,20,1126,130.0
10221,19 Jan 130.00 (AAPL1918A130-E),8.65,9.10,5,1126,130.0
10222,19 Jan 130.00 (AAPL1918A130-I),8.65,9.10,12,1126,130.0
10226,19 Jan 130.00 (AAPL1918A130-P),8.60,9.10,81,1126,130.0
10227,19 Jan 130.00 (AAPL1918A130-S),8.65,9.10,1,1126,130.0
10228,19 Jan 130.00 (AAPL1918A130-X),8.65,9.10,10,1126,130.0
10230,19 Jan 135.00 (AAPL1918A135),7.35,7.70,11,1126,135.0
10237,19 Jan 135.00 (AAPL1918A135-I),7.35,7.70,9,1126,135.0
10243,19 Jan 135.00 (AAPL1918A135-X),7.35,7.70,2,1126,135.0
10245,19 Jan 140.00 (AAPL1918A140),6.15,6.60,46,1126,140.0
10247,19 Jan 140.00 (AAPL1918A140-4),6.15,6.60,2,1126,140.0
10251,19 Jan 140.00 (AAPL1918A140-E),6.15,6.60,9,1126,140.0
10255,19 Jan 140.00 (AAPL1918A140-O),6.15,6.60,10,1126,140.0
10256,19 Jan 140.00 (AAPL1918A140-P),6.15,6.60,25,1126,140.0
10260,19 Jan 145.00 (AAPL1918A145),5.15,5.60,44,1126,145.0
10262,19 Jan 145.00 (AAPL1918A145-4),5.15,5.60,2,1126,145.0
10265,19 Jan 145.00 (AAPL1918A145-B),5.15,5.60,20,1126,145.0
10266,19 Jan 145.00 (AAPL1918A145-E),5.15,5.60,4,1126,145.0
10267,19 Jan 145.00 (AAPL1918A145-I),5.15,5.60,4,1126,145.0
10271,19 Jan 145.00 (AAPL1918A145-P),5.15,5.60,9,1126,145.0
10273,19 Jan 145.00 (AAPL1918A145-X),5.15,5.60,5,1126,145.0
10275,19 Jan 150.00 (AAPL1918A150),4.30,4.75,2,1126,150.0
10278,19 Jan 150.00 (AAPL1918A150-8),4.25,4.75,1,1126,150.0
10281,19 Jan 150.00 (AAPL1918A150-E),4.30,4.75,1,1126,150.0
10290,19 Jan 155.00 (AAPL1918A155),3.40,4.05,10,1126,155.0
10296,19 Jan 155.00 (AAPL1918A155-E),3.40,4.05,10,1126,155.0
10305,19 Jan 160.00 (AAPL1918A160),2.80,3.40,21,1126,160.0
10307,19 Jan 160.00 (AAPL1918A160-4),2.80,3.40,10,1126,160.0
10311,19 Jan 160.00 (AAPL1918A160-E),2.80,3.40,11,1126,160.0
10320,19 Jan 165.00 (AAPL1918A165),2.29,2.97,11,1126,165.0
10322,19 Jan 165.00 (AAPL1918A165-4),2.29,2.97,10,1126,165.0
10333,19 Jan 165.00 (AAPL1918A165-X),2.29,2.97,1,1126,165.0
